Sentiment,Chloe,Tweet
-1,,Ihr habt Eure Kinder als Schutzschilde missbraucht Ihr habt für einen Mord an einer Tankstelle gesorgt Ihr lauft mit Nazis und anderen Demokratieverweigerern  Ihr seid Täter. #SolidaritaetmitderWoelfin #QuerdenkerSindTerroristen
0,,@zart_besided @RalfLoheit @KokopelliBFree @fotomenschen Echt? Aber selbst armblütige Sonnenblumen haben so Knubbel
0,,@KMiksovsky @beastofthedeep @Crawford_MILB Verlander vs Flexen now.
0,,"Ich finde es immer lustig, wenn die ganzen Russland Bots mit dem ""Argument"" kommen, das USA auch in der Vergangenheit schlechte Dinge getan hat. Als würde das irgend etwas  rechtfertigen, was Russland macht.   aBeR dIe uSa  😭"
0,,@SawsanChebli Wer zündelt? https://t.co/MKud5J6wMT
0,,"@micLIBERAL Von Anhängern der Panik-Fraktion haben Sie nichts zu befürchten. Wenn Ihnen jemand in der Nähe Ihres Zuhauses suspekt erscheint, einfach 2 mal husten. Die machen sich dann von allein vom Acker."
0,,brorphin ist absolut langweilig
-1,,@daswarkeinhuhn ob das sog ironie 😡
1,,@KnorkemannNagi Sehr sehr nicee
-1,,"Wer aufpasst, wird merken, dass sich die Erzählungen in all diesen Ecken gleichen oder wiederholen und wir hier eine sowohl homo- als auch heterogene Melange an Hass entstehen lassen, die einen Systemsturz im Sinn hat und nicht ruhen wird."
0,,"@SVPch Liebe SVP, liebe Wähler:innen, wenn’s nicht rund läuft im Land, welche Partei sollte man dann am ehesten nicht mehr wählen? Die stärkste und grösste, weil die auch am meisten dafür verantwortlich sein dürfte, auch wenn sie das abstreitet. Darum gilt: https://t.co/ggfLPv98AD"
0,,@besserluegen schoko und zitrone so eine banger combo gewesen als ich ein kind war
0,,Dreamer (2005) - IMDb - https://t.co/b9PTK2ot4q
0,,Jeder kennt den Moment: Cornetto Eis- Schokoladen Ende ab beissen dann erst das Eis  #cornetto #icecream #eis #genuss #schokolade #choclate
0,,Fit und entspannt!
0,,Deutschland von der Raumstation ISS aus gesehen. https://t.co/4tnoJvDWgF
0,,🔥Unter den 320 Teilnehmern des @SmashContest 2022 haben es folgende 8 an die Spitze geschafft:  1. @quikssb 🇩🇪 2. @TarikDee 🇩🇪 3. @BaseBeJay 🇳🇱 4. @DarkThunder333 🇩🇪 5. @pichudrybie 🇩🇪 6. @Ente_ssb 🇩🇪 7. @EOmorbido 🇨🇱 8. @Sirjonssb 🇩🇪  Herzlichen Glückwunsch🎊  📸 @Zetalure https://t.co/6mADW3x5IR
0,,"In Missouri - Abwasseruntersuchungen! BA.2 komplett verschwunden, 95% BA.4/5 und ca. 5% BA.2.12.1.......  Die unetrsuchen wenigstens UND veröffentlichen die Daten. https://t.co/clBrcAN5Zr"
0,,"@freiraumreh Ich muss sie Endometriose-bedingt dauerhaft nehmen, damit das Zeug nicht weiterwächst und ich muss ehrlich gestehen, dass sie mir die Schmerzen nicht komplett nimmt, aber doch Lebensqulität gibt. Leider hat die Pille hormonbedingte Migräne ausgelöst 1/2"
0,,"@AmazonHelp ""Alexa, erinnere mich um 0 Uhr ggf erneut zu Meckern."" ;)"
0,,Schau dir mein neues Space Video an:  https://t.co/MZEvFkeCv7
0,,Baloch  mat 💔#StopBalochGenocide  #ReleaseAllMissingPersons https://t.co/OpsKPbKNSb
0,,@FameSara07 @JaninaLisaBuckl Ja finde ich auch so sehr. 😌✌️
-1,,"CN Suizid unfassbar, die engagierte Ärztin, aus Österreich, @drlisamaria ist tot 😢. Zerbrochen an unterlassener Hilfe der Behörden, zermürbt durch Hass u.Morddrohungen der #QuerdenkerSindTerroristen  Welch beschisssene Gesellschaft züchten wir da gerade? https://t.co/q0iK3svnPa"
0,,"@DrRobertJessel @francalehfeldt @cducsu @_FriedrichMerz @welt Ah, Sexismus in Reinkultur. Das zeigt, daß die Entscheidung der Bw nicht nur angemessen, sondern geboten war."
-1,,@SevSpill @SVPch @MFrauchi Darf ich zusammenfassen?  1) Deutschland hat Probleme: Ist das Problem der wahlweise dummen oder unfähigen EU  2) Schweiz hat Probleme: Die EU ist verpflichtet uns Rosinenpickern zu helfen sonst sind sie Diktatoren!
0,,@Cannstatt_VfB @vfbstuttgartbr Ja in einer Saison hat der sogar mal 11 Scorer gemacht
1,,"Solitude in Bayern, Germany! 🤗❤️❤️ https://t.co/Y7FT30ThVH"
0,,Irgendwo in Franken. https://t.co/UDlzzzOV31
-1,,"@Coolombianito @DanielPach6 @Devi_AnaBranco Wundert es dich? Die verbreiten Fake-News, rufen zur Menschenkind auf und Hetzen gegen Menschen die intelligenter sind als sie selbst. Irgendwann reicht es auch mal."
0,,"@2020Inkognito Du musst in die USA, da kaufen einige Waren im Wert von 1000 $ und zahlen nur 30 $ oder so 😁"
0,,"Twitterpause.  Wer mich vermisst findet mich ja im Moment auf Festivals, Konzerten, in Bus und Bahn, in der Kita, im Hotel, im Büro, auf der Baustelle, im Krankenhaus, in der Rehaklinik, im Freibad, am See, auf dem Wochenmarkt und im Supermarkt … … ihr wisst schon: überall."
0,,@TichysEinblick Genau das macht Lauterbach.
0,,@soma_ttx Feen haben jetzt eigenes Pronomen🧚‍♀️ https://t.co/h88B4rtsxH
0,,@george_orwell3 @SB19581 sehr geil das hat Putin mit Schröder auch schon gemacht...Hauptberuf #Freund
0,,"@jreichelt Faktenfrei hetzen, oder Rechtsextremisten machen Rechtsextremisten Sachen. Reichelt gehört zu #achgut"
0,,"Es ist schlichtweg skandalös, dass Konzerne wie Shell und RWE in Zeiten von #Klimakrise und Krieg Milliardengewinne einfahren.  Eine #Übergewinnsteuer wäre der richtige Weg. Dann klappt's auch mit der weiteren Finanzierung von #9EuroTicket und weiteren Entlastungen."
0,,"@QuarkDDR Schlimmste Konsequenz? Lauterbach meint: Viren, Viren, Viren, Welle"
0,,"Was muss man aktuell eigentlich tun, um kein Nazi oder kein Rechter zu sein? Mir fehlt im Moment irgendwie die Orientierung."
0,,"@Ashariiavt das wird immer vorkommen, aber nur weil es so wirkt, heißt das nicht das es auch so ist. :) Kopf hoch.   3"
0,,"Ich sag euch jetzt was, das euch schockieren wird: Man kann nicht immer nur Pommes essen! ...man muss auch Mayo dazu haben."
0,,In Dänemark muss man Hot Dogs essen.... Was gab es denn bei euch   heute?? https://t.co/wzW9goI1hv
0,,"Hobby-Epidemiologe Kehlmann erklärt uns in der @faznet, das Tragen von #Masken sei albern, würdelos, nicht gesund. Man solle den ""Ekel vor dem Menschenantlitz"" überwinden.  Schlage als neuen Buchtitel ""Die Vermessung der Dummheit"" vor. 1/3 https://t.co/zr4IQKNtS0"
0,,"@JennyKiwovic Nein, wie auch"
-1,,"@kohn_sylvia @gebi56590926 @GerhardMelichar @KnutOgris Ichweiissnicht, ob wir lachend dabeizustehen werden, wie diefenöetuten Funken Demokratie zerstört."
0,,"@Karl_Lauterbach Sie hat regelmäßig sowas hier von sich gegeben, setzte sich aggressiv für Entziehung von Grundrechten Nichtgeimpfter ein. Zu den Drohungen: Die Polizei hat das geprüft und kam zum Schluss, dass keine Bedrohungslage vorliegt und rieten ihr zu psych. Hilfe. Offensichtlich zurecht. https://t.co/qLsDARe0l7"
0,,@QuarkDDR Raue Wegzeiten hier. Kein Vergeben. Kain Vergessen! https://t.co/cXzMfsONyX
0,,@haknyeonsballz user jaemifv is the best
0,,"@Ann_Waeltin tschuldige x, aber ich hab dich doch gerade gesehen beim Weinhändler und nicht beim Baumarkt und dann hast du deinen schampus in den Babysitz geshxnallt, hab sogar 1 Foto davon! https://t.co/QgTv9fXEPe"
0,,"Drei Beispiel wie Karl Lauterbach gegen ungeimpfte auf übelste Weise hetzt, Stimmung macht und sie als Sündenböcke auswählt um von seiner Täterschaft abzulenken und zu kaschieren.  Später will er nichts gewesen sein. https://t.co/jXooQ6Gkmz"
-1,,@tommyto21041322 Kriegsverbrecher Nummer 1 der Welt USA!!!
0,,"@WilliamDyer82 Zusatzstoffe sind mein Lieblingsmeme, die solln sich mal anschauen was in deren Soßen so drinn ist und was man so in Fleisch pumpt. ZUSATZSTOFFE LMAO DIGGA ""Ich kaufe nur hochwertiges Aldi Billigfleisch"""
0,,@ElliotStabler92 Er Hat schon den Krieg gegen den Irak und Afghanistan gewonnen.
0,,@LudgerWess @MartinReich5 Den Schnitt kann man mit etwas Harnstofflösung über die Reling wieder reparieren.
-1,,"@JuliaKloeckner Wirklich gefährlich ist, wenn Behörden und Regierungen selbst wissenschaftsfremden #Fake verbreiten und damit schon die  Meinungsbildung in Gefahr bringen - außerdem Schaden anrichten, wenn die ""Empfehlungen"" befolgt werden, gell Frau #Klöckner https://t.co/hu1dKzuO59"
0,,"Ist Er sich nicht mehr so sicher, dass seine Wiederwahl ein Spaziergang wird??? https://t.co/Ryk8hy65n5 https://t.co/k0d0klvNIG"
0,,Olivier Mira Armstrong ⚔️ https://t.co/ag6lNzD5po
0,,"Viele meiner Follower von 2018 sind entweder nicht mehr aktiv, wurden in der Zeit gesperrt und/oder haben einen neuen Account. Ich würde mich freuen wenn wir uns wieder folgen würden. Bin aber genauso über jeden neuen Follower erfreut.  #Klassentreffen        ‼️Bitte Retweetet ‼️"
0,,"@Simplyt30596027 solche gibts viele in russland, eigentlich arme typen aber für geld machen die alles."
1,,@Jessi69Nrw Mega hübsche
0,,An alle #Cardano Staker da draussen..  - Single Pool Operator - Betrieb mit 100% Naturstrom ☘ - 0% margin fee  Mehr Rewards für Dich!   https://t.co/9x8GtVf6Ob  Happy Staking!!  #ADA #SUI @adapools_org #stakepool #cryptocurrency #krypto $ADA
0,,"@EckerleIsabella In der Klimaforschung ist die Angst vor Hetze mit ein Grund dafür, warum worst-case Szenarien beschönigt werden.  https://t.co/R9eZlk8ySG"
0,,@schweizok2 hatten meene eltern und meene großeltern noch
0,,|GER| |18+| Daylies - Händler - Schwarzbrenner - Sammler + Serien  #twitch  #TwitchDE  #RedDeadRedemption2  #reddeadonline #RDO    https://t.co/ltBP23i5rU
0,,"Ich muss gestehen, es schockiert mich. Ich hab dort immer meine inks bestellt oder andere copicmaterialien. Schade aber wünsche den MAs alles Gute für die Zukunft ♡ #zeichencenter #ebeling #cz77 #copic #zeichenzeug https://t.co/vi1ws0Gspp"
0,,"@roadtomonke @Halb71 Ich antworte jetzt mal eher flapsig, aber hoffe, dass der Sinn dahinter verstanden wird: Das lassen Sie mal schön sein!"
0,,@KelleAndreas @ZDFheute @BundesregDE @fdp @AfD @Tim_Roehn *… bleibe mir treu
0,,@enoli8266 Alte ich laufe immer in unterwösch use da isch so embarrassing
0,,30.07.2022 19:30:55 ### PERSON ### 2 ### VERKEHRSUNFALL EINGEKLEMMTE PERSON WL - PICHL BEI WELS Details: https://t.co/hR1XWaLMt9
0,,@AlySyyed Transgender
0,,Bald ist Feierabend Yee-Haw 😄 https://t.co/LpUQa6Q712
0,,"An Ihrer Stelle, liebe Miri, wäre ich ganz, ganz, ganz, ganz still! #IchHabeMitgemacht @micLIBERAL https://t.co/63vB8r7gnu https://t.co/78fEvQXrvi"
0,,@n3ll41 @LEhmpunkt Ist er jetzt auf der Ballweg Schiene unterwegs ? Clever.
0,,"So ist es …#Atomkraftwerke #Laufzeitverlaengerung sinnlos! Zudem beantwortet niemand die Frage, woher und wann überhaupt Brennstäbe kurzfristig verfügbar seien sollen … die wären aber notwendig, damit die Leistung der #AKW nicht nur kurzfristig gestreckt werden kann. #fail https://t.co/wL9BeID0Qz"
1,,@DieSnegge Alles richtig gemacht 🥰
0,,Die Grünen sind Hauptverantwortliche! https://t.co/F3u9ptrR5i
0,,"@leseerlaubnis @JFDA_eV Schätze die Arbeit von @JFDA_eV , wünschte mir aber auch den Fokus auf öffentl. anerkannte und auch geförderte (!) Player.  Neubauer, Gümüsay, @Fridays4future  z.B. - sie werden in Medien unkritisch vorgestellt, auch beworben, haben Einfluss auf Schüler + Lehrer. Das ist krass. https://t.co/ufCjhmRizZ"
0,,@Cashbro100x satoshi island https://t.co/TL8XlPaGV8
0,,@djuric_zlatko @ronzheimer Das wird es nicht geben die Ukraine wird gewinnen. Amerika lässt es nicht zu das Teile der Ukraine an Russland gehen. Nach dem neuesten Gespräche mit Blinken wird Russland in der Ukraine nicht bleiben und auch keine Besetzte Gebiete behalten. Da gibt's noch was ganz großes was au
0,,"Aus aktuellem Anlass will ich euch mal was erzählen zu Hass und Hetze auf Twitter: Ich habe gestern einen einigermaßen viralen Tweet über Masken geschrieben. Aus dem Alltag gegriffen und offensichtlich einen Nerv getroffen, ansonsten ehrlich gesagt nicht sonderlich kontrovers."
1,,"@Notarzt12 @MadameKlatsche @micLIBERAL @te_poztlan Das ist eine sehr gute Frage. Die Adresse kann man dan wahrscheinlich online finden, trotzdem hätte man die Zitate ohne Adresse tweeten sollen, da bin Ich einverstanden."
0,,Rademan #B2022Netball https://t.co/M1h3ehkYsz
0,,@NilsBSC Ich schwöre
0,,@PBahners @Sommer97598273 @Arnd_Diringer @NowaboFM Es git kein Recht zu gehorchen... schon mal was davon gehört?
0,,@SteinbachErika Ist die Gasumlage vllt. eine versteckte Kriegssteuer?
0,,Warum wird das bei uns nicht gesendet? Vielleicht weil auch mit extrem teurem Gas unsere Industrie ins Wanken gerät? Immerhin sagt das der Kanzler von Österreich. https://t.co/qVGXdeSw9O
1,,"@welt Gott sein Dank gibt es noch Menschen, die zuerst an Ihr Land denken."
0,,@DJanecek Ist hier in BW nicht besser. Denke jedes mal wenn ich die Heimat RLP besuche und ein ganzes Schwadron an Windräders seh jo die haben es verstanden.
0,,…außer an unseren eigenen Bezügen. Versteht sich von selbst! ERSPART uns also das „kollektive Spar-Mantra“. https://t.co/9xqVXrBrox
0,,@derLeseratz Lektorat hat versagt!
0,,"Alle Politstrategen der verantwortlichen Parteien im Moment: „Füße ruhig halten! In einer Woche denkt niemand mehr an Lisa Maria Kellermayr.“  Lisa Maria Kellermayr und das Unrecht, das ihr geschehen ist, darf nicht vergessen werden! Bitte sorgen wir dafür! 🙏🏼"
1,,@ArnKT666 Tolles Bild
0,,"@Unkreativer_ Würde es fast schon als phobie bezeichnen  So kleine Hunde an der Leine okay aber sobald es größer wird oder gar freilaufend, dann krieg ich so heftige panikattacken"
-1,,"@Walnusskipferl @wenig_worte Warum wurde die Ärztin nicht unterstützt? Weder von der Polizei (""von der zuständigen Polizeibehörde fühlte sich Lisa-Maria Kellermayr lange im Stich gelassen.""), noch von anderen Leuten, die ihr finanziell hätten helfen können (""den Wachmann konnte sie sich nicht mehr leisten"")."
0,,"Wir stehen vor schweren Entscheidungen und müssen tun, was notwendig ist. Mit ihrer zögerlichen Tiki-Taka-Politik zur Kernenergie hat die Bundesregierung wegen der Grünen bereits sehr viel Zeit verloren."
-1,,Der Islam gehört nicht zu Deutschland.
0,,"Würde Restle heute sagen, was er 2014 kommentiert hat, würde er als Putinfan diffamiert, beim ÖRR gecancelt und in den Social Media bis zur Sperrung gemeldet werden. Macht er natürlich nicht.  https://t.co/7xUcipd4Fy"
0,,"@arnoklein @girocard Der Verband, besser die Besitzer sorgen schön dafür das Gastronomen und Bäcker kein visa und Mastercard akzeptieren „weil das zu teuer ist“. Es gibt tausende Orte in Deutschland die Giro-card only oder nur v-pay, maestro und giro unterstützen… Mittelalter halt."
-1,,"@Zolenkan @aPeauBlanche @EHottenroth @drlisamaria Eine anonyme Person, die den Tod von @drlisamaria für ihre Covid-Argumentation missbraucht, ist nicht leseschwach, sondern ein Arschloch."
0,,@smhbillie spongebob in french 😭
0,,"Die ganzen harten Männern mit ihren Phantasien einer kriegerischen toxisch männlichen Gesellschaft, heulen auf einmal viel rum weil „Sanktionen auch uns etwas abverlangen.“"
0,,The princess and the pauper one fuckkkkkkssssdddddsds https://t.co/zYcfTWtL8e
0,,he was also fvggotron! https://t.co/34x6AE1Q7g
0,,Das Ultimative KIZ Quiz. Jetzt direkt auf Twitter spielen.
-1,,"Ukrain. Kriegsgefangene bestialisch foltern und ermorden. So tief ist Putins Regime schon gesunken. Statt Renaissance des Zaren-Reiches, erleben wir den Abstieg des russischen Staates zum Terror-Regime. Alle Nachbarn Russlands täten gut daran, sich auf das Schlimmste vorzubereiten."
0,,"@GoebelSonja @CBueltemann @EnxhiSeli Mir wurde während der Arbeit, als ich zu einem Patienten eilte, geraten, einen anderen Weg zu suchen, weil er Wasser zu seinem Haus trug, das von der Quelle zurückgebracht wurde ... ""arm"".  Du kannst dir nicht vorstellen, wie ich in diesem Fall ein Mann sein wollte."
-1,,"@drfranksauer Die Erotik des Verwaltungsvorgang ist für viele nicht zu unterschätzen. Früher haben Leute wie Schmidt, Ben Wisch oder Genscher zum Telefonhörer gegriffen oder sind ins Flugzeug gestiegen um zu handeln und zu entscheiden. Heute versteckt man sich hinter der Verwaltung eines Amtes"
0,,@Patrick_Kunkel Die gute Hausfrau hätte jetzt eine passende Tasse mit Untertasse. Zu der Kategorie gehöre ich eher nicht. https://t.co/K5E61MFmKY
-1,,"@freggl70 Während einer friedlichen Corona-Demonstration in Deutschland 🇩🇪 Die ältere Frau, wurde am Boden liegend in den Oberkörper getreten, danach rücklings von zwei Polizeibeamten über den Rasen gezogen. Die ursprüngliche Version der Aufnahme... wurde gekürzt bzw. manipuliert. https://t.co/EqJg4DpjPC"
1,,Humorvoll und lustig!
0,,@energisch_ @EisenhutIsidora Ja mit Speicher wird es schnell teurer. Und hängt ja auch von der Größe ab. Balkonsolar mit gebrauchten Panels geht ab 200 € wenn man es selber installiert. Normal ist aber eher 600-1200 €.
0,,"@manaf12hassan Wir leben nicht mehr im Mittelalter wo man an einer Nagelbettentzündung eingehen konnte.  Die Impfung verhindert schwere Verläufe der Erkrankung, ist risikoarm.   Laß Dich impfen, heule nicht herum."
0,,@OERRBlog Haben wegen des Zeichens mit erhobenem Zeigefinger nicht letztens Leute am Flughafen in Frankfurt ihren Job verloren?
0,,Ich bin der Meister des Chicken Games
-1,,Ich kann das alles nicht mehr
0,,@Die_Unitaet @shaispain_ was soll das jetzt? ich frag mich nur wieso… wieso fühlt ihr euch mit sowas angegriffen?
0,,@ReinhardRemfort @BBielendorfer Monobraue des Todes.  Empfehle den Nasenrücken zu rasieren!
0,,@DebLindsay58 Beats and also sauerkraut
0,,tag me in ur 1:43
0,,"""Ich will dich nicht nerven."" Ist ein leises: ""Eigentlich möchte ich Zeit mit dir verbringen, habe aber Angst, dass du es nicht willst."""
0,,"@Ansgar_L @Arne1904 @TineMaschine Sie hat ihm die Röhre abgezogen, hat er nicht verkraftet 🤣"
-1,,"@LibrumComponere Voll lustig, wenn Kinder sich weh tun. Dir werden Deine letzten Tweets so leid tun, wenn Du mal eigene Kinder hast."
0,,"@steMue83 @DrPuerner @Karl_Lauterbach Nein, was alle interpretieren."
0,,"Im Stadion von Dynamo Dresden wird die Klimaaktion des DFB, die eine Minute dauert, ausgepfiffen. Unweit in der sächsischen und böhmischen Schweiz, brennt gerade der Wald.  #SGD #dynamo #DFBPokal"
0,,@henkrenst Ja lachen toch 😂😂😂😂
0,,@4Sprosse Nee. Salz. Vor allem Salz.
0,,@AndreL88329276 @RitaYaeli Das geht auch ohne Rastas.🤭 https://t.co/Ii9ikH52oC
0,,"Der begnadete Populist ⁦@Markus_Soeder⁩ fordert klima- und umweltschädliches #Fracking in Niedersachsen, bleibt aber weiter jeden Vorschlag schuldig, welchen Beitrag Bayern zum Energiesparen und #Klimaschutz leisten soll. ⁦@Umwelthilfe⁩  https://t.co/G9CTztHjZ8"
0,,"„Die Heilige Schrift will einen demütigen Leser haben, einen, der Gottes Worte mit Furcht und Zittern in Ehren hält, der immerdar spricht: Lehre mich, lehre mich, lehre mich!“  Martin Luther, aus den Tischreden https://t.co/WQUt2bxuo8"
0,,#30juillet 1947 : naissance d'Arnold Schwarzenegger 💪 https://t.co/fsFUYkIVEi
0,,Aus der aktuellen Edeka-Werbung.  Gibt es eigentlich Budapester Salat noch oder hat man den wegen Orban schon umbenannt in Prager Salat?  Es ekelt mich nur noch an. https://t.co/HvYZqAiM22
0,,"GFS: 0,0mm/h 9,2 Grad https://t.co/alMMDTeMdm"
-1,,"@jreichelt Du bist so eine armselige Type. Wer hat dich bloß zu dem gemacht, was du heute bist?"
0,,Um 17:15 Uhr könnt ihr den aktuellen Titelverteidiger der Nitro League sehen 🤩  Allerdings mit ein paar neuen Gesichtern 👀  Gegenüber steht der zweite direkte Aufsteiger #Geringverdiener 💪  Seid live dabei auf https://t.co/Apqc3XPCp5! https://t.co/TqJxko9Tk2
0,,Man hat unsere Kinder zu Schafen erzogen und dann die Wölfe ins Land gelassen. https://t.co/mZlc8Wa68J
0,,"Glaub, Nehammer kann seine Kanzlerschaft nur noch durch das Gerücht, Sobotka könnte ihm nachfolgen, retten."
0,,@mamigration Die Vorschläge sind allerdings nur für die Touristen gedacht …
-1,,"Die Bahn @DB_Bahn hat Zwei-Klassen-Service Einmal 08/15-Kunde, einmal Ex-SPD-Partei-Chef, der Kollegen denunziert. Das ist ein solcher Clownverein. https://t.co/bH3VLQgWlO"
0,,"@ElvisAJunker @Labrador_iron @popupanna Stimmt. Der sagt auch immer 11 Buchstaben, weil Kreuzworträtsel. Wie komme ich nur auf 9? Ich muss geistig umnachtet gewesen sein"
0,,"@buchischnubbel Noch 51x schlafen, dann bin ich auch da. 😍"
0,,#S75 Wegen einer Signalstörung in #Gehrenseestraße kommt es zu Verspätungen und Ausfällen.
-1,,"@Karl_Lauterbach Nein... der Staat muss aufhören Menschen gegeneinander aufzuhetzen. Was ist mit den Menschen, die sich das Leben nahmen, die Zukunftsangst hatten, weil Sie dachten das Sie Ihre angesagte "" Wir werden alle sterben"" Politik, dazu trieben?? 😡😡 #LauterbachRausschmissSofort"
1,,Hallelujah!!  Amen!! https://t.co/KW2QUT7ikJ
0,,Klaus Schwab and Bill Gates colourised: https://t.co/ip437zknt6
0,,Bissel was gemalt....Huhn 🐔 https://t.co/frO4ZLofHp
0,,Jetzt macht doch mal was. Ist ja nicht auszuhalten @VfL_Wolfsburg #fccw
0,,"Was soll das? Nun meldet sich auch noch der Bruder des @Bundeskanzler Dr Jens Scholz zu Wort, bashed KL und gibt schwurbelige Durchseuchungs Phantasien in der Welt zu Papier.  Kannste nicht erfinden.   #covidisnotover  #omicronmildmyAss  #LongCovidKids   https://t.co/C8OaIR7P3Y"
0,,"Die Parteien überschlagen sich mit Vorschlägen, wie man den Bürgern in der Krise beistehen könne. Noch mehr als Putin fürchten sie in Berlin den Zorn der Straße. Was, so die bange Frage, wenn der Deutsche wieder andere Saiten aufzieht? Ist es bald soweit? https://t.co/hGR4189222"
0,,@alterhesse Ich auch nicht....
-1,,@Libra08101 Wer eine Waffe mit zum Straßenkampf nimmt ist nicht cool sondern eine pussy
0,,Denlen el gol a juli hdrmp ehhh... 🙄🙄
0,,"@Dave_Kay @dyfustic Wer #Moral hat, kann faktisch nicht politisch erfolgreich werden..."
0,,"@popupanna Bei mir wüsste ich jetzt keines, aber es gibt eines, dass habe ich im ganzen Leben nur von meiner Mutter bzw. von Oma gehört (aus Schlesien):  Tunzebettel   Bezeichnung für ein kleines Kissen."
1,,@Liivyli Dabei warte ich nur auf dich! 😘
0,,Kartoffeln aus eigener Ernte. Warum Dino Nuggets? Weil ich sie wollte! https://t.co/Qp0PuEPaQb
0,,Ein Zugführer weißt nicht mit der notwendigen deutschen Ernsthaftigkeit auf die Maskenpflicht hin - sofort muss der Schurke ausfindig gemacht und aus dem Dienst entfernt werden. Ekelpakekt @PBahners und andere lieben es.   Aber historische Vergleiche verbieten sich. https://t.co/u6o0hQWpXM
0,,@blauekastanie Kein Plan aber wenn du Zeit und Lust hast treffen wir uns 21 Uhr beim Edeka in der Bergmannstraße zum Einkaufen
0,,"@Karl_Lauterbach Lieber Herr Lauterbach, ich bitte Sie von ganzem Herzen, springen Sie auf diesen Zug nicht auch noch auf. Als Gesundheitsminister wäre es Ihre Aufgabe gewesen, die Spaltung, die unweigerlich zu Hetze führt, aufzuhalten.  Ihr Tweet schürt weiter Hetze. Sie könnten es noch stoppen."
1,,"@MichaelJanHH @bopp_viktor @LutzWieczorek @biggyyyyyyy Und das ist das schöne in unserem Land. Wir dürfen unterschiedlich denken und sogar streiten.   Sehr gut, dass man mit Dir wenigstens, wenn auch mit wenig Konsens, diskutieren kann.  Schönen Abend noch"
0,,@PMeisenstein Ich bin nicht genesen und habe trotzdem einen Immunschutz. Angeboren und zusätzlich gestärkt durch einigermaßen gesunde Lebensweise.
0,,"@NowaboFM @DB_Bahn @Karl_Lauterbach Es ist ja vernünftig öffentliche Verkehrsmittel unparteiisch halten zu wollen. Aber das auf diese Art zu spezifizieren, damit auch ganz eindeutig wird wer dafür verantwortlich ist, ist halt einfach eine Aufforderung für die Öffentlichkeit, dieses Individuum zu finden."
0,,@DavidNeedsHugs ich will einf ne normlae tl mit der ich im manchmal wohnzimmer sitzen kann https://t.co/zV6YeIlPaX
0,,@FTausendwasser @erdjohann Vllt in der theo Bubble
0,,@Hirncabrio Apfelflicken. 😂🤭👍👍
0,,"@Megalom75864148 @Bundeskanzler Jupp, da hat er einem im Tee"
0,,@NurderK @werderbremen https://t.co/qEgaXnXhKh und noch eines im süden der republik.
0,,Amogus-Schmogus!  https://t.co/IX5tmG80Te  Jetzt Live!
-1,,@Honki5796 So was sagt man nicht.
0,,montag erstx wieder die 1fahrt sog abflamm wegen unkraut 😊
-1,,"@Tsaagan1 @GraefinWurstula @SylK1966 Typische Schwurbelusche. Weil Menschen nicht die reine Lehre leben (ich auch nicht), sind alle Heuchler. Was ein stupides #Pack, oder?"
0,,"@miriam_vollmer @Danny_Kaubisch @TGBahr @MStruppi @helgelindh Äpfel und Birnen. Auf der einen Seite alte Medien auf dem absteigenden Ast, auf der andren neue Medien, die sich ihren Platz erkämpfen müssen."
0,,@fuuckdupmind Ok Kerze ist an
0,,@RiotGoku @Sissorstream @rcadia_official @zoll_info @Autophil_lol @LPGjustJohnny @kernustv @Pixavislol @LoLSola Wir fahren nicht mit @Mori09TV
0,,"@polenz_r @GrimmVeronika Mit Soli haben wir schlechte Erfahrungen. Wer hindert die Politik daran, bei nicht mehr erforderlichen Energiesoli diesen weiter als XY-Soli zu erheben?"
0,,@verfressenlucio hab fast gelacht😂
0,,Frederick Abberline 🎥 From Hell #JohnnyDepp #FromHell https://t.co/0ABwdUHj6K
0,,xddddddddddddddddddd Auto de Kobein 7º Kobein 8º https://t.co/03IP1w48Or
0,,@KleinCool @elhotzo Es gibt ja auch eine „richtige“ Höffner-Version von Kerkeling.  https://t.co/145iO0u1ZV
-1,,@helgelindh Todesliste? Ansonsten ist alles frisch bei Ihnen? Sie sind BTagsabgeordneter. Sie brauchen wirklich Hilfe. Oder Sie lernen endlich Ihrer Verantwortung gerecht zu werden. Ihre Tweets sind unsäglich und sind kein Zeugnis von Intelligenz.
0,,"Ex-#CIA-Chef: Sieg der #Ukraine ist ""immer wahrscheinlicher"" https://t.co/q6pAV2y0bC via @ntvde   #Blog1600Penn #StandWithUkraine"
0,,@cuteasshelll Lust zu schrieben
0,,Euer wievielster acc. ist euer derzeitiger? Ich fang an: Es ist mein Dritter.
0,,@paderboy01 @welt Europa kann auch gut ohne die EU
0,,@_meB0 5 Minuten stille Treppe für diesen 2/10 fail! ☝🏻
0,,@smoIwitch Malsf..
0,,@123Lenchen Für dich auch Marlene💙🌹🥂
0,,Van Gogh - Schüsse im Weizenfeld | Doku HD | ARTE https://t.co/Epg6sDWwp5 via @YouTube
-1,,"@kevinferrex @Storch_i @GregorGysi @welt @watson_de Und wenn die Linke nicht so viel Putin Propaganda vertreibt werde ich auch sehr froh über eine 🟢🔴🔴 Koalition. Leider, scheint mir das die Linke gerade ihren eigenen Grab gräbt. Ein Verlust für alle deutschen.  So werden wahrscheinlich viele Moderate linken zu den 🟢 wechseln."
0,,ich bin während- und nacheingenommen von dir
